product_title,product_description,ship_from,ship_to,seller,price,source
Cannabis 14g (half oz hydro),"Half Ounce of Top Notch Hydro Cannabis 

This is one of the many typical vacuum packed types of hydro found up and down the entire East Coast of Australia from Melbourne all the way to Weipa and Port Hedland. 
In fact yep, its all over this Great Continent!! Yay! 

Order some today and be smoking it Tomorrow in UR own home without ever leaving or having to go score. 
What a relief. 

What a Store. 
What a Score.. .AuStores!! 


Proudly Australian.. AuStore!",Australia,Worldwide,AuStore,0.43207699 ฿(A$)Original  170.00 A$,abraxas
Cannabis 2.50g (hydro pot),"Each of the Hydro Grown Cannabis types we Buy, Stock & Sell at AuStore is equal to the finest types available here on the Eastern Coast of Australia. 
From the Northern Tip to the Southern Beaches this hydro can be found vacuum packed and distributed all the way from top to down under this fin continent. 

Try Australias top standard Hydro Smoke from AuStore. 
Always changing strains and getting the best cannabis available at the time of Purchase. 

Order some today, smoke it tomorrow and realise why AuStore has made +150 Flawless 5/5 Sales on Agora in just 1 single Month!!! Its First!! Go AuStore!! 


Proudly Australian... AuStore!!",Australia,Australia Only!!,AuStore,0.14674300 ฿(A$)Original  49.99 A$,abraxas
Cannabis 2.5g (hydro pot),"Each of the Hydro Grown Cannabis types we Buy, Stock & Sell at AuStore is equal to the finest types available here on the Eastern Coast of Australia. 
From the Northern Tip to the Southern Beaches this hydro can be found vacuum packed and distributed all the way from top to down under this fin continent. 

Try Australias top standard Hydro Smoke from AuStore. 
Always changing strains and getting the best cannabis available at the time of Purchase. 

Order some today, smoke it tomorrow and realise why AuStore has made +150 Flawless 5/5 Sales on Agora in just 1 single Month!!! Its First!! Go AuStore!! 


Proudly Australian... AuStore!!",Australia,Worldwide,AuStore,0.12715331 ฿(A$)Original  50.00 A$,abraxas
Cannabis 28.0g (1 Ounce hydro),"One Whole Ounce of Sweet Fruity Hydro!! (28.0g) 

This is one of the many types of pot we get all round this Great Country of ours, its available EVERYWHERE it comes in them tilla foodsaver vacuum bags and we've all smoked it I can assure U. 

Order some Hydro today and Be Smoking it TOMORROW without EVER leaving UR home to score. 
Wait in the Air Conditioned Comfort of UR Own Home this Summer and Order with AuStores.. we can keep U stoned this Summer! 

AuStores!! 



Proudly Australian... AuStores!",Australia,Australia Only!,AuStore,0.96866821 ฿(A$)Original  329.99 A$,abraxas
Cannabis 28g (ounce hydro),"One Whole Ounce of Sweet Fruity Hydro!! (28.0g) 

This is one of the many types of pot we get all round this Great Country of ours, its available EVERYWHERE it comes in them tilla foodsaver vacuum bags and we've all smoked it I can assure U. 

Order some Hydro today and Be Smoking it TOMORROW without EVER leaving UR home to score. 
Wait in the Air Conditioned Comfort of UR Own Home this Summer and Order with AuStores.. we can keep U stoned this Summer! 

AuStores!! 



Proudly Australian... AuStores!",Australia,Worldwide,AuStore,0.83873768 ฿(A$)Original  330.00 A$,abraxas
Cannabis 7.00g (Quarter-Ounce),"Each of the Hydro Grown Cannabis types we Buy, Stock & Sell at AuStore is equal to the finest types available here on the Eastern Coast of Australia. 
From the Northern Tip to the Southern Beaches this hydro can be found vacuum packed and distributed all the way from top to down under this fin continent. 

Try Australias top standard Hydro Smoke from AuStore. 
Always changing strains and getting the best cannabis available at the time of Purchase. 

Order some today, smoke it tomorrow and realise why AuStore has made +150 Flawless 5/5 Sales on Agora in just 1 single Month!!! Its First!! Go AuStore!! 


Proudly Australian... AuStore!!",Australia,Australia,AuStore,0.26416089 ฿(A$)Original  89.99 A$,abraxas
Cannabis 7g (hyrdro pot),"Each of the Hydro Grown Cannabis types we Buy, Stock & Sell at AuStore is equal to the finest types available here on the Eastern Coast of Australia. 
From the Northern Tip to the Southern Beaches this hydro can be found vacuum packed and distributed all the way from top to down under this fin continent. 

Try Australias top standard Hydro Smoke from AuStore. 
Always changing strains and getting the best cannabis available at the time of Purchase. 

Order some today, smoke it tomorrow and realise why AuStore has made +150 Flawless 5/5 Sales on Agora in just 1 single Month!!! Its First!! Go AuStore!! 


Proudly Australian... AuStore!!",Australia,Worldwide,AuStore,0.25416293 ฿(A$)Original  100.00 A$,abraxas
Heroin 0.07g (A Grade #4),"This WhiteRock Heroin is the type of gear most people search their life time for and never find..
It's definitelty one of the top three Ive ever used and its certainly worth the extra spend.

This new A Grade #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One 'Cap' of really clean nice chemical tasting heroin! (0.070g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
Almost +1000 x 5/5 Flawless Sales in Just 5 Months!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide On Request,AuStore,0.14675912 ฿(A$)Original  49.99 A$,abraxas
Heroin 0.07g (Regular #4),"A ""Cap"" of White Rock #4 Heroin (0.07g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!
ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is NOT A CLEAR MIXING GEAR!!
When water is added it goes milkly/cloudy white and NEEDS heat to cook clear.,
However this Heroin DOES NOT Require Cooking before use, but it looks much better!!!
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(If delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.11740142 ฿(A$)Original  39.99 A$,abraxas
Heroin 0.07g (white rock #4),"A ""Cap"" of White Rock #4 Heroin (0.07g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.15190743 ฿($)Original  49.99 $,abraxas
Heroin 0.07g (white-rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One 'Cap' of really clean nice chemical tasting heroin! (0.070g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,0.12715331 ฿(A$)Original  50.00 A$,abraxas
Heroin 0.10g (A Grade #4),"This A Grade #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Point of really clean nice chemical tasting heroin! (0.100g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+1000 x 5/5 Flawless Sales in Just 5 Months!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide on Request,AuStore,0.20547451 ฿(A$)Original  69.99 A$,abraxas
Heroin 0.10g (Regular #4),"A ""Point"" of White Rock #4 Heroin (0.10g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +1000 Flawless Sales in just the previous 5 Months Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a cloudy/milky gear when water is added.
Heat is NEEDEd to cook it clear, however HEATING is NOT REQUIRED before IV Use.

WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.14675912 ฿(A$)Original  49.99 A$,abraxas
Heroin 0.10g (white rock #4),"A ""Point"" of White Rock #4 Heroin (0.10g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.21268255 ฿($)Original  69.99 $,abraxas
Heroin 0.10g (white-rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Point of really clean nice chemical tasting heroin! (0.100g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,0.17801463 ฿(A$)Original  70.00 A$,abraxas
Heroin 0.14g (A Grade #4),"This A Grade WhiteRock #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One 'Tunn' of really clean nice chemical tasting heroin! (0.140g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+1000 x 5/5 Flawless Sales in Just 5 Months!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide on Request Only,AuStore,0.29354759 ฿(A$)Original  99.99 A$,abraxas
Heroin 0.15g (white rock #4),"A ""Tun"" of White Rock #4 Heroin (0.15g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.30384524 ฿($)Original  99.99 $,abraxas
Heroin 0.15g (white-rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One 'Tunn' of really clean nice chemical tasting heroin! (0.150g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,101.06287451 ฿(A$)Original  39740.56 A$,abraxas
Heroin 0.20g (Regular #4),"A ""Tun"" of Regular (White Rock) #4 Heroin (0.20g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +1000 Flawless Sales in just the previous 5 Months!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a milky white color when mixed with water needing heat to cook it clear,
BUT COOKING IS NOT REQUIRED Before IV Use!!!

WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)

Proudly Australian...",Australia,Australia,AuStore,0.29354759 ฿(A$)Original  99.99 A$,abraxas
Heroin 0.25g (A Grade #4),"This A Grade WhiteRock #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 
 I challenge you to try this and tell me where to find better from an Aussie Vendor right now!!??

One Quarter gram of really clean nice chemical tasting heroin! (0.250g) 
All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+1000 x 5/5 Flawless Sales in Just 5 Months!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide on Request Only,AuStore,0.52840915 ฿(A$)Original  179.99 A$,abraxas
Heroin 0.25g (Regular #4),"Heroin #4 (white rock)

What You see in the picture is exactly what You get!!
This gear was chipped from that very brick You see here!!!

Mixes milky white with water and needs cooking to clear,
BUT Cooking IS NOT REQUIRED before IV Use!!!

Gives a real nice clean chemical taste about 30-60seconds after IV use,

Give it a go and see why I'm just about to make 1000 flawless sales on Agora & Evolution(RIP).
Now I'm here at Abraxas to spread the good stuff around..


Proudly Australian...",Australia,Worldwide on REQUEST,AuStore,0.36694183 ฿(A$)Original  124.99 A$,abraxas
Heroin 0.25g (White-Rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Quarter gram of really clean nice chemical tasting heroin! (0.250g) 
All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,0.38145993 ฿(A$)Original  150.00 A$,abraxas
Heroin 0.25g (white rock #4),"Heroin #4 (white rock)

What You see in the picture is exactly what You get!!
This gear was chipped from that very brick You see here!!!

Really clean and easy to mix up You don't need mixing or cooking here,
Just mix with water and in seconds its mixed clean & clear ready to go!

Gives a real nice clean chemical taste about 30-60seconds after IV use,
also suitable for snorting and smoking.
I have had at least a dozen good reports from smokers at Agora as well as those racking it.

Give it a go and see why I'm just about to make 300 flawless sales on Agora & Evolution.
Now I'm here at Abraxas to spread the good stuff around..


Proudly Australian...",Australia,Worldwide on REQUEST,AuStore,0.43841820 ฿($)Original  139.99 $,abraxas
Heroin 0.50g (A Grade #4),"This A Grade WhiteRock #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Half-Gram of really clean nice chemical tasting heroin! (0.500g) 

All the feedback says this gear has great leggs on it and 
keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+1000 x 5/5 Flawless Sales in Just 5 Months!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide on Request Only!!,AuStore,1.02807337 ฿(A$)Original  349.99 A$,abraxas
Heroin 0.50g (Regular #4),"A Half-Gram of White Rock #4 Heroin

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +1000 Flawless Sales in just 5 Months!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This gear mixes milky white with water & NEEDS Heat to Cook Clear!!
Although - Cooking is NOT REQUIRED for IV Use!!!

WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)

Proudly Australian...",Australia,Australia,AuStore,0.70461675 ฿(A$)Original  239.99 A$,abraxas
Heroin 0.50g (White-Rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Half gram of really clean nice chemical tasting heroin! (0.500g) 

All the feedback says this gear has great leggs on it and 
keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,0.66119721 ฿(A$)Original  260.00 A$,abraxas
Heroin 0.50g (white rock #4),"A Half-Gram of White Rock #4 Heroin

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,0.73593751 ฿($)Original  234.99 $,abraxas
Heroin 1.00g (A Grade #4),"This is the latest & Greatest Product to AuStores Listings!!!
AuStores A Grade WhiteRock #4 Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Gram of really clean nice chemical tasting heroin! (1.000g) 
Very few people out there will be able to Order this Heroin & honestly say they can source better currently.
In fact I dare you to take the challenge and point me the right way.. I dont think you will get better.
Not currently from an Aussie Vendor online, and if that changes Ill remove this claim!!

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+1000 x 5/5 Flawless Sales in Just 5 Months!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide on Request Only!!,AuStore,2.05478366 ฿(A$)Original  699.99 A$,abraxas
Heroin 1.00g (Regular #4),"A Gram of AuStores Regular Strength White Rock #4 Heroin (1.00g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +1000 Flawless Sales in just the previous 5 Months!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This heroin mixes milky white with water & requires cooking to go clear!!
However - Heating is NOT NEEDED Before IV Use!! But it looks a lot better!!


WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)

Proudly Australian...",Australia,Australia,AuStore,1.32118210 ฿(A$)Original  449.99 A$,abraxas
Heroin 1.00g (white rock #4),"A Gram of White Rock #4 Heroin (1.00g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,1.36566698 ฿($)Original  449.99 $,abraxas
Heroin 1.0g (white-rock),"This WhiteRock Heroin mixes up Super Clear & Clean in the bag within seconds, no need for spoons & lighters!! 

One Gram of really clean nice chemical tasting heroin! (1.000g) 

All the feedback says this gear has great leggs on it and keeps them aches & pains away a few hours more. 
Enjoy.. 
------------------------------------------------------- 
All AuStore Products as seen on Agora!! 
+150 x 5/5 Flawless Sales in Just 1 Month!!!! 
----------------------------------------------------------- 
Proudly Australian",Australia,Worldwide,AuStore,1.27153310 ฿(A$)Original  500.00 A$,abraxas
Heroin 3.50g (A-Grade #4),"An ""Eight-Ball"" of A-Grade White Rock #4 Heroin (1 x 3.50g)
================================================
BUY THREE GRAMS & GET HALF A GRAM FOR FREE!!!!
----------------------------------------------------------------------------
PAY FOR 3.00g OF A-GRADE #4 RECEIVE 3.50g A-GRADE #4 HEROIN!!!
------------------------------------------------------------------------------------------------
This is a Large Quantity of AuStore's A-Grade #4 Heroin Product..
Not for Beginners, Posers or Try Hards - This is not a fucking game.
Use this without prior experience & its likely you WILL OVERDOSE!!

This is the purity & strength of heroin most people search their entire lives to find, 
right here on the AuStore shelf ready for IMMEDIATE DISPATCH !!!!
For OVERNIGHT DELIVERY if You Order BEFORE 3pm & Reside INSIDE AP's Express Zone!!!!??? 

Comes from a brick of white rock just like here in the picture, 
chipped from the brick to You!!

NOTE: If You select the ENVELOPE Post Options the 8Ball will be crushed to Powder!!
If You want the gear left as rock You NEED to use the Express Satchel Options!!

See why AuStore has ALMOST 2000+ Flawless Sales in just the previous 6 Months!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)



100% Proudly Australian...",Australia,Australia Only!!,AuStore,7.06351951 ฿(A$)Original  2099.99 A$,abraxas
Heroin 3.50g (Regular #4),"An ""Eight-Ball"" of White Rock #4 Heroin (3.50g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

NOTE: If You select the ENVELOPE Post Options the 8Ball will be crushed to Powder!!
If You want the gear left as rock You NEED to use the Express Satchel Options!!

See why AuStore has +1000 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This gear goes milky white with water but cooks clear with a little heat and looks much better.
At times it also has a propensity to go solid again when cooling down, so a few properties to improve on,
But as far as result, it has everything most street heroins offer, the chemy taste, warm feeling and morph itch.
Please Note - Heating/Cooking with heat is NOT REQUIRED before IV Use although recommended.

WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)


Proudly Australian...",Australia,Australia Only!!,AuStore,3.66927961 ฿(A$)Original  1249.99 A$,abraxas
Heroin 3.50g (white rock #4),"An ""Eight-Ball"" of White Rock #4 Heroin (3.50g)

This is the same white rock You see here in the picture, 
chipped from the brick to You!!

NOTE: If You select the ENVELOPE Post Options the 8Ball will be crushed to Powder!!
If You want the gear left as rock You NEED to use the Express Satchel Options!!

See why AuStore has +300 Flawless Sales in just the previous 45 Days!!!

ALL Orders made by 1500hrs / 3pm WILL BE SENT SAME DAY!!! At 1700hrs / 5pm (Sydney time)

This is a really clean clear mixing gear that takes just seconds in the sappy.
WIth a good strong sharp chemical flavour 20-50 seconds after IV use.

Have had a dozen or so great reports also from Smokers and those Racking up and Snorting it.

A good strong clean heroin rock to Your door in 24 hours from 1700.
(Assuming Your delivery address is within AP's Express Zones)



Proudly Australian...",Australia,Australia,AuStore,3.94531748 ฿($)Original  1299.99 $,abraxas
Ice 0.07g (meth-amphetamine),"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.12715331 ฿(A$)Original  50.00 A$,abraxas
Ice 0.07g (methamphetamine),"A ""Cap"" of Ice / MethAmphetamine (0.07g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.15171380 ฿($)Original  49.99 $,abraxas
Ice 0.10g (meth-amphetamine),"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.17801463 ฿(A$)Original  70.00 A$,abraxas
Ice 0.10g (methamphetamine),"A ""Point"" of Ice / MethAmphetamine (0.10g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.21241146 ฿($)Original  69.99 $,abraxas
Ice 0.15g (meth-amphetamine),"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.25416293 ฿(A$)Original  100.00 A$,abraxas
Ice 0.15g (methamphetamine),"A ""Tun"" of Ice / MethAmphetamine (0.15g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.30361182 ฿($)Original  99.99 $,abraxas
Ice 0.25g (meth-amphetamine),"This Meth-Amphetamine (Ice) is a Really Top Quality Imported ICe.. 

Its obviously made from the real chemical ingredients only the big producers use. 
None of these adulterated chemicals cooked from shit U buy at the locl hardware or hairdressers. 

No way. This Ice is bloody strong, seriously I cannot have more then 1/10th a point. 
That's 1/100th gram is my dose. Seriously. 

Give it a go, if Ur a MethHead - U will LOVE this meth its just awesome. 

All AuStores Products are As seen and purchased on Agora Marketplace for the last month 
I have made +150 x 5/5 flawless feedbacked sales in just 1 month of vending!!! 
What a start!! PPL LOVE ME!!! 

90% of My Orders Arrive within 48hrs of Dispatch!!! 
75% Within 24hours of Dispatch!!!! 

Never lost a parcel Yet!!!! 

AuStore-The Store 2 Score!!! 


Proudly Australian",Australia,Worldwide,AuStore,0.38124440 ฿(A$)Original  150.00 A$,abraxas
Ice 0.25g (methamphetamine),"A Quarter-Gram of Ice / MethAmphetamine (0.25g)

This is really great quality Ice that suits all sorts including Smokers & IV Users.

It packs quite a punch through the fit, but also melts well in the pipe.

Whichever way You use it here it is.. Top Quality Meth for immediate dispatch!!
1 Day Express Within Australia is AuStore Specialty
Fast Deliveries for the Fast!!!



Proudly Australian...",Australia,Australia,AuStore,0.42506870 ฿($)Original  139.99 $,abraxas
